Location,Observation_Status,year,peak_bloom_date,bloom_day_of_year,lat,long,Average temperature (℃)
Niigata,Observed,2001,2001-04-08,98.0,37.8936111111111,139.018888888889,14.5
Niigata,Observed,2002,2002-03-30,89.0,37.8936111111111,139.018888888889,10.2
Niigata,Observed,2003,2003-04-06,96.0,37.8936111111111,139.018888888889,9.4
Niigata,Observed,2004,2004-04-02,93.0,37.8936111111111,139.018888888889,10.1
Niigata,Observed,2005,2005-04-14,104.0,37.8936111111111,139.018888888889,10.5
Niigata,Observed,2006,2006-04-11,101.0,37.8936111111111,139.018888888889,14.2
Niigata,Observed,2007,2007-04-06,96.0,37.8936111111111,139.018888888889,7.4
Niigata,Observed,2008,2008-04-05,96.0,37.8936111111111,139.018888888889,11.5
Niigata,Observed,2009,2009-04-07,97.0,37.8936111111111,139.018888888889,11.0
Niigata,Observed,2010,2010-04-11,101.0,37.8936111111111,139.018888888889,10.2
Niigata,Observed,2011,2011-04-14,104.0,37.8936111111111,139.018888888889,13.2
Niigata,Observed,2012,2012-04-16,107.0,37.8936111111111,139.018888888889,14.7
Niigata,Observed,2013,2013-04-07,97.0,37.8936111111111,139.018888888889,10.8
Niigata,Observed,2014,2014-04-07,97.0,37.8936111111111,139.018888888889,9.0
Niigata,Observed,2015,2015-04-02,92.0,37.8936111111111,139.018888888889,9.9
Niigata,Observed,2016,2016-04-03,94.0,37.8936111111111,139.018888888889,15.4
Niigata,Observed,2017,2017-04-08,98.0,37.8936111111111,139.018888888889,14.3
Niigata,Observed,2018,2018-04-03,93.0,37.8936111111111,139.018888888889,16.1
Niigata,Observed,2019,2019-04-05,95.0,37.8936111111111,139.018888888889,10.9
Niigata,Observed,2020,2020-04-01,92.0,37.8936111111111,139.018888888889,13.4
Niigata,Observed,2021,2021-03-29,88.0,37.8936111111111,139.018888888889,14.7
Niigata,Observed,2022,2022-04-08,98.0,37.8936111111111,139.018888888889,8.8
Niigata,Observed,2023,2023-03-27,86.0,37.8936111111111,139.018888888889,8.6
Niigata,Observed,2024,2024-04-06,97.0,37.8936111111111,139.018888888889,11.5
Obihiro,Observed,1991,1991-05-04,124.0,42.9222222222222,143.211944444444,5.2
Obihiro,Observed,1992,1992-05-06,127.0,42.9222222222222,143.211944444444,7.0
Obihiro,Observed,1993,1993-05-08,128.0,42.9222222222222,143.211944444444,9.7
Obihiro,Observed,1994,1994-05-06,126.0,42.9222222222222,143.211944444444,11.8
Obihiro,Observed,1995,1995-05-04,124.0,42.9222222222222,143.211944444444,12.7
Obihiro,Observed,1996,1996-05-08,129.0,42.9222222222222,143.211944444444,7.6
Obihiro,Observed,1997,1997-04-30,120.0,42.9222222222222,143.211944444444,13.3
Obihiro,Observed,1998,1998-04-23,113.0,42.9222222222222,143.211944444444,11.3
Obihiro,Observed,1999,1999-05-03,123.0,42.9222222222222,143.211944444444,8.0
Obihiro,Observed,2000,2000-05-10,131.0,42.9222222222222,143.211944444444,13.3
Obihiro,Observed,2001,2001-04-29,119.0,42.9222222222222,143.211944444444,4.6
Obihiro,Observed,2002,2002-04-24,114.0,42.9222222222222,143.211944444444,8.8
Obihiro,Observed,2003,2003-05-02,122.0,42.9222222222222,143.211944444444,16.2
Obihiro,Observed,2004,2004-05-05,126.0,42.9222222222222,143.211944444444,11.1
Obihiro,Observed,2005,2005-05-04,124.0,42.9222222222222,143.211944444444,9.9
Obihiro,Observed,2006,2006-05-08,128.0,42.9222222222222,143.211944444444,7.2
Obihiro,Observed,2007,2007-05-06,126.0,42.9222222222222,143.211944444444,11.5
Obihiro,Observed,2008,2008-04-26,117.0,42.9222222222222,143.211944444444,6.6
Obihiro,Observed,2009,2009-05-01,121.0,42.9222222222222,143.211944444444,14.0
Obihiro,Observed,2010,2010-05-08,128.0,42.9222222222222,143.211944444444,11.2
Obihiro,Observed,2011,2011-05-03,123.0,42.9222222222222,143.211944444444,8.0
Obihiro,Observed,2012,2012-05-05,126.0,42.9222222222222,143.211944444444,11.4
Obihiro,Observed,2013,2013-05-10,130.0,42.9222222222222,143.211944444444,10.6
Obihiro,Observed,2014,2014-04-27,117.0,42.9222222222222,143.211944444444,16.5
Obihiro,Observed,2015,2015-04-26,116.0,42.9222222222222,143.211944444444,13.0
Obihiro,Observed,2016,2016-04-30,121.0,42.9222222222222,143.211944444444,4.6
Obihiro,Observed,2017,2017-05-01,121.0,42.9222222222222,143.211944444444,11.3
Obihiro,Observed,2018,2018-04-27,117.0,42.9222222222222,143.211944444444,10.7
Obihiro,Observed,2019,2019-04-28,118.0,42.9222222222222,143.211944444444,9.0
Obihiro,Observed,2020,2020-05-02,123.0,42.9222222222222,143.211944444444,14.2
Obihiro,Observed,2021,2021-04-24,114.0,42.9222222222222,143.211944444444,12.4
Obihiro,Observed,2022,2022-04-22,112.0,42.9222222222222,143.211944444444,11.0
Obihiro,Observed,2023,2023-04-20,110.0,42.9222222222222,143.211944444444,11.2
Obihiro,Observed,2024,2024-04-23,114.0,42.9222222222222,143.211944444444,8.1
Oita,Observed,1991,1991-03-28,87.0,33.2361111111111,131.619166666667,11.7
Oita,Observed,1992,1992-03-26,86.0,33.2361111111111,131.619166666667,9.9
Oita,Observed,1993,1993-03-27,86.0,33.2361111111111,131.619166666667,11.6
Oita,Observed,1994,1994-03-30,89.0,33.2361111111111,131.619166666667,9.8
Oita,Observed,1995,1995-03-27,86.0,33.2361111111111,131.619166666667,9.5
Oita,Observed,1996,1996-03-26,86.0,33.2361111111111,131.619166666667,10.2
Oita,Observed,1997,1997-03-20,79.0,33.2361111111111,131.619166666667,9.4
Oita,Observed,1998,1998-03-19,78.0,33.2361111111111,131.619166666667,13.8
Oita,Observed,1999,1999-03-26,85.0,33.2361111111111,131.619166666667,13.3
Oita,Observed,2000,2000-03-26,86.0,33.2361111111111,131.619166666667,13.5
Oita,Observed,2001,2001-03-23,82.0,33.2361111111111,131.619166666667,14.6
Oita,Observed,2002,2002-03-17,76.0,33.2361111111111,131.619166666667,13.6
Oita,Observed,2003,2003-03-24,83.0,33.2361111111111,131.619166666667,11.0
Oita,Observed,2004,2004-03-19,79.0,33.2361111111111,131.619166666667,9.7
Oita,Observed,2005,2005-03-31,90.0,33.2361111111111,131.619166666667,12.9
Oita,Observed,2006,2006-03-23,82.0,33.2361111111111,131.619166666667,12.2
Oita,Observed,2007,2007-03-22,81.0,33.2361111111111,131.619166666667,11.0
Oita,Observed,2008,2008-03-24,84.0,33.2361111111111,131.619166666667,13.4
Oita,Observed,2009,2009-03-17,76.0,33.2361111111111,131.619166666667,14.3
Oita,Observed,2010,2010-03-17,76.0,33.2361111111111,131.619166666667,9.8
Oita,Observed,2011,2011-03-23,82.0,33.2361111111111,131.619166666667,8.2
Oita,Observed,2012,2012-03-27,87.0,33.2361111111111,131.619166666667,9.3
Oita,Observed,2013,2013-03-14,73.0,33.2361111111111,131.619166666667,7.5
Oita,Observed,2014,2014-03-25,84.0,33.2361111111111,131.619166666667,13.9
Oita,Observed,2015,2015-03-26,85.0,33.2361111111111,131.619166666667,8.5
Oita,Observed,2016,2016-03-28,88.0,33.2361111111111,131.619166666667,11.0
Oita,Observed,2017,2017-04-04,94.0,33.2361111111111,131.619166666667,12.3
Oita,Observed,2018,2018-03-23,82.0,33.2361111111111,131.619166666667,8.7
Oita,Observed,2019,2019-03-24,83.0,33.2361111111111,131.619166666667,9.9
Oita,Observed,2020,2020-03-25,85.0,33.2361111111111,131.619166666667,11.2
Oita,Observed,2021,2021-03-18,77.0,33.2361111111111,131.619166666667,12.3
Oita,Observed,2022,2022-03-23,82.0,33.2361111111111,131.619166666667,8.5
Oita,Observed,2023,2023-03-24,83.0,33.2361111111111,131.619166666667,16.5
Oita,Observed,2024,2024-03-30,90.0,33.2361111111111,131.619166666667,18.1
Okayama,Observed,1991,1991-03-31,90.0,34.6858333333333,133.925277777778,10.5
Okayama,Observed,1992,1992-03-30,90.0,34.6858333333333,133.925277777778,13.6
Okayama,Observed,1993,1993-03-29,88.0,34.6858333333333,133.925277777778,5.7
Okayama,Observed,1994,1994-04-03,93.0,34.6858333333333,133.925277777778,14.7
Okayama,Observed,1995,1995-04-01,91.0,34.6858333333333,133.925277777778,10.2
Okayama,Observed,1996,1996-04-03,94.0,34.6858333333333,133.925277777778,4.9
Okayama,Observed,1997,1997-03-28,87.0,34.6858333333333,133.925277777778,11.3
Okayama,Observed,1998,1998-03-27,86.0,34.6858333333333,133.925277777778,11.7
Okayama,Observed,1999,1999-03-27,86.0,34.6858333333333,133.925277777778,11.2
Okayama,Observed,2000,2000-04-01,92.0,34.6858333333333,133.925277777778,11.2
Okayama,Observed,2001,2001-03-26,85.0,34.6858333333333,133.925277777778,14.0
Okayama,Observed,2002,2002-03-20,79.0,34.6858333333333,133.925277777778,14.3
Okayama,Observed,2003,2003-03-29,88.0,34.6858333333333,133.925277777778,11.4
Okayama,Observed,2004,2004-03-25,85.0,34.6858333333333,133.925277777778,10.9
Okayama,Observed,2005,2005-04-03,93.0,34.6858333333333,133.925277777778,12.3
Okayama,Observed,2006,2006-03-29,88.0,34.6858333333333,133.925277777778,7.0
Okayama,Observed,2007,2007-03-26,85.0,34.6858333333333,133.925277777778,13.5
Okayama,Observed,2008,2008-03-26,86.0,34.6858333333333,133.925277777778,10.3
Okayama,Observed,2009,2009-03-21,80.0,34.6858333333333,133.925277777778,10.4
Okayama,Observed,2010,2010-03-22,81.0,34.6858333333333,133.925277777778,8.6
Okayama,Observed,2011,2011-03-31,90.0,34.6858333333333,133.925277777778,11.4
Okayama,Observed,2012,2012-04-03,94.0,34.6858333333333,133.925277777778,12.0
Okayama,Observed,2013,2013-03-24,83.0,34.6858333333333,133.925277777778,11.4
Okayama,Observed,2014,2014-03-28,87.0,34.6858333333333,133.925277777778,13.6
Okayama,Observed,2015,2015-03-28,87.0,34.6858333333333,133.925277777778,13.1
Okayama,Observed,2016,2016-03-26,86.0,34.6858333333333,133.925277777778,7.2
Okayama,Observed,2017,2017-04-01,91.0,34.6858333333333,133.925277777778,9.1
Okayama,Observed,2018,2018-03-25,84.0,34.6858333333333,133.925277777778,11.7
Okayama,Observed,2019,2019-03-27,86.0,34.6858333333333,133.925277777778,13.1
Okayama,Observed,2020,2020-03-24,84.0,34.6858333333333,133.925277777778,10.3
Okayama,Observed,2021,2021-03-20,79.0,34.6858333333333,133.925277777778,13.8
Okayama,Observed,2022,2022-03-26,85.0,34.6858333333333,133.925277777778,15.7
Okayama,Observed,2023,2023-03-22,81.0,34.6858333333333,133.925277777778,18.0
Okayama,Observed,2024,2024-03-30,90.0,34.6858333333333,133.925277777778,17.0
Osaka,Observed,1991,1991-03-29,88.0,34.6822222222222,135.519166666667,12.1
Osaka,Observed,1992,1992-03-26,86.0,34.6822222222222,135.519166666667,10.7
Osaka,Observed,1993,1993-03-29,88.0,34.6822222222222,135.519166666667,6.5
Osaka,Observed,1994,1994-03-31,90.0,34.6822222222222,135.519166666667,12.6
Osaka,Observed,1995,1995-03-31,90.0,34.6822222222222,135.519166666667,14.5
Osaka,Observed,1996,1996-03-31,91.0,34.6822222222222,135.519166666667,14.2
Osaka,Observed,1997,1997-03-27,86.0,34.6822222222222,135.519166666667,10.7
Osaka,Observed,1998,1998-03-25,84.0,34.6822222222222,135.519166666667,11.3
Osaka,Observed,1999,1999-03-24,83.0,34.6822222222222,135.519166666667,10.9
Osaka,Observed,2000,2000-04-02,93.0,34.6822222222222,135.519166666667,11.2
Osaka,Observed,2001,2001-03-25,84.0,34.6822222222222,135.519166666667,14.9
Osaka,Observed,2002,2002-03-20,79.0,34.6822222222222,135.519166666667,14.7
Osaka,Observed,2003,2003-03-27,86.0,34.6822222222222,135.519166666667,13.7
Osaka,Observed,2004,2004-03-23,83.0,34.6822222222222,135.519166666667,10.2
Osaka,Observed,2005,2005-04-03,93.0,34.6822222222222,135.519166666667,12.7
Osaka,Observed,2006,2006-03-28,87.0,34.6822222222222,135.519166666667,13.0
Osaka,Observed,2007,2007-03-27,86.0,34.6822222222222,135.519166666667,11.9
Osaka,Observed,2008,2008-03-26,86.0,34.6822222222222,135.519166666667,11.8
Osaka,Observed,2009,2009-03-24,83.0,34.6822222222222,135.519166666667,9.1
Osaka,Observed,2010,2010-03-21,80.0,34.6822222222222,135.519166666667,12.7
Osaka,Observed,2011,2011-03-31,90.0,34.6822222222222,135.519166666667,11.9
Osaka,Observed,2012,2012-04-02,93.0,34.6822222222222,135.519166666667,11.1
Osaka,Observed,2013,2013-03-21,80.0,34.6822222222222,135.519166666667,7.5
Osaka,Observed,2014,2014-03-27,86.0,34.6822222222222,135.519166666667,13.9
Osaka,Observed,2015,2015-03-26,85.0,34.6822222222222,135.519166666667,8.9
Osaka,Observed,2016,2016-03-23,83.0,34.6822222222222,135.519166666667,12.5
Osaka,Observed,2017,2017-03-30,89.0,34.6822222222222,135.519166666667,14.2
Osaka,Observed,2018,2018-03-20,79.0,34.6822222222222,135.519166666667,8.3
Osaka,Observed,2019,2019-03-27,86.0,34.6822222222222,135.519166666667,14.7
Osaka,Observed,2020,2020-03-23,83.0,34.6822222222222,135.519166666667,12.3
Osaka,Observed,2021,2021-03-19,78.0,34.6822222222222,135.519166666667,13.3
Osaka,Observed,2022,2022-03-23,82.0,34.6822222222222,135.519166666667,8.8
Osaka,Observed,2023,2023-03-19,78.0,34.6822222222222,135.519166666667,11.5
Osaka,Observed,2024,2024-03-30,90.0,34.6822222222222,135.519166666667,17.5
Saga,Observed,1991,1991-03-29,88.0,33.2663888888889,130.305277777778,12.7
Saga,Observed,1992,1992-03-25,85.0,33.2663888888889,130.305277777778,11.7
Saga,Observed,1993,1993-03-29,88.0,33.2663888888889,130.305277777778,8.5
Saga,Observed,1994,1994-03-29,88.0,33.2663888888889,130.305277777778,11.8
Saga,Observed,1995,1995-03-31,90.0,33.2663888888889,130.305277777778,13.8
Saga,Observed,1996,1996-03-25,85.0,33.2663888888889,130.305277777778,10.6
Saga,Observed,1997,1997-03-18,77.0,33.2663888888889,130.305277777778,11.1
Saga,Observed,1998,1998-03-18,77.0,33.2663888888889,130.305277777778,11.5
Saga,Observed,1999,1999-03-21,80.0,33.2663888888889,130.305277777778,9.6
Saga,Observed,2000,2000-03-27,87.0,33.2663888888889,130.305277777778,13.0
Saga,Observed,2001,2001-03-24,83.0,33.2663888888889,130.305277777778,16.3
Saga,Observed,2002,2002-03-17,76.0,33.2663888888889,130.305277777778,13.4
Saga,Observed,2003,2003-03-21,80.0,33.2663888888889,130.305277777778,10.3
Saga,Observed,2004,2004-03-23,83.0,33.2663888888889,130.305277777778,11.0
Saga,Observed,2005,2005-03-31,90.0,33.2663888888889,130.305277777778,11.7
Saga,Observed,2006,2006-03-23,82.0,33.2663888888889,130.305277777778,12.0
Saga,Observed,2007,2007-03-24,83.0,33.2663888888889,130.305277777778,15.9
Saga,Observed,2008,2008-03-24,84.0,33.2663888888889,130.305277777778,12.7
Saga,Observed,2009,2009-03-19,78.0,33.2663888888889,130.305277777778,18.2
Saga,Observed,2010,2010-03-21,80.0,33.2663888888889,130.305277777778,10.3
Saga,Observed,2011,2011-03-22,81.0,33.2663888888889,130.305277777778,9.4
Saga,Observed,2012,2012-03-28,88.0,33.2663888888889,130.305277777778,13.2
Saga,Observed,2013,2013-03-18,77.0,33.2663888888889,130.305277777778,16.3
Saga,Observed,2014,2014-03-19,78.0,33.2663888888889,130.305277777778,15.5
Saga,Observed,2015,2015-03-22,81.0,33.2663888888889,130.305277777778,13.2
Saga,Observed,2016,2016-03-23,83.0,33.2663888888889,130.305277777778,11.9
Saga,Observed,2017,2017-03-30,89.0,33.2663888888889,130.305277777778,15.2
Saga,Observed,2018,2018-03-20,79.0,33.2663888888889,130.305277777778,10.4
Saga,Observed,2019,2019-03-23,82.0,33.2663888888889,130.305277777778,10.5
Saga,Observed,2020,2020-03-23,83.0,33.2663888888889,130.305277777778,15.0
Saga,Observed,2021,2021-03-17,76.0,33.2663888888889,130.305277777778,14.5
Saga,Observed,2022,2022-03-19,78.0,33.2663888888889,130.305277777778,10.4
Saga,Observed,2023,2023-03-22,81.0,33.2663888888889,130.305277777778,19.4
Saga,Observed,2024,2024-03-29,89.0,33.2663888888889,130.305277777778,16.6
Sapporo,Observed,1991,1991-05-02,122.0,43.06,141.328611111111,5.7
Sapporo,Observed,1992,1992-05-04,125.0,43.06,141.328611111111,7.1
Sapporo,Observed,1993,1993-05-06,126.0,43.06,141.328611111111,11.9
Sapporo,Observed,1994,1994-05-06,126.0,43.06,141.328611111111,11.5
Sapporo,Observed,1995,1995-05-01,121.0,43.06,141.328611111111,15.1
Sapporo,Observed,1996,1996-05-05,126.0,43.06,141.328611111111,8.6
Sapporo,Observed,1997,1997-05-01,121.0,43.06,141.328611111111,10.2
Sapporo,Observed,1998,1998-04-23,113.0,43.06,141.328611111111,18.5
Sapporo,Observed,1999,1999-05-03,123.0,43.06,141.328611111111,10.7
Sapporo,Observed,2000,2000-05-08,129.0,43.06,141.328611111111,12.9
Sapporo,Observed,2001,2001-04-29,119.0,43.06,141.328611111111,11.6
Sapporo,Observed,2002,2002-04-22,112.0,43.06,141.328611111111,12.8
Sapporo,Observed,2003,2003-05-01,121.0,43.06,141.328611111111,8.9
Sapporo,Observed,2004,2004-05-05,126.0,43.06,141.328611111111,11.1
Sapporo,Observed,2005,2005-05-10,130.0,43.06,141.328611111111,5.4
Sapporo,Observed,2006,2006-05-08,128.0,43.06,141.328611111111,11.7
Sapporo,Observed,2007,2007-05-04,124.0,43.06,141.328611111111,14.9
Sapporo,Observed,2008,2008-04-21,112.0,43.06,141.328611111111,14.5
Sapporo,Observed,2009,2009-05-01,121.0,43.06,141.328611111111,13.3
Sapporo,Observed,2010,2010-05-07,127.0,43.06,141.328611111111,12.7
Sapporo,Observed,2011,2011-05-07,127.0,43.06,141.328611111111,10.9
Sapporo,Observed,2012,2012-05-01,122.0,43.06,141.328611111111,18.0
Sapporo,Observed,2013,2013-05-13,133.0,43.06,141.328611111111,8.7
Sapporo,Observed,2014,2014-04-29,119.0,43.06,141.328611111111,9.6
Sapporo,Observed,2015,2015-04-22,112.0,43.06,141.328611111111,11.1
Sapporo,Observed,2016,2016-04-25,116.0,43.06,141.328611111111,10.3
Sapporo,Observed,2017,2017-04-28,118.0,43.06,141.328611111111,9.8
Sapporo,Observed,2018,2018-04-26,116.0,43.06,141.328611111111,11.2
Sapporo,Observed,2019,2019-04-24,114.0,43.06,141.328611111111,15.2
Sapporo,Observed,2020,2020-04-30,121.0,43.06,141.328611111111,13.0
Sapporo,Observed,2021,2021-04-22,112.0,43.06,141.328611111111,7.4
Sapporo,Observed,2022,2022-04-23,113.0,43.06,141.328611111111,11.1
Sapporo,Observed,2023,2023-04-15,105.0,43.06,141.328611111111,8.2
Sapporo,Observed,2024,2024-04-18,109.0,43.06,141.328611111111,10.9
Sendai,Observed,1991,1991-04-11,101.0,38.2619444444444,140.896666666667,14.3
Sendai,Observed,1992,1992-04-06,97.0,38.2619444444444,140.896666666667,9.6
Sendai,Observed,1993,1993-04-09,99.0,38.2619444444444,140.896666666667,5.8
Sendai,Observed,1994,1994-04-11,101.0,38.2619444444444,140.896666666667,7.6
Sendai,Observed,1995,1995-04-11,101.0,38.2619444444444,140.896666666667,7.2
Sendai,Observed,1996,1996-04-17,108.0,38.2619444444444,140.896666666667,8.5
Sendai,Observed,1997,1997-04-08,98.0,38.2619444444444,140.896666666667,12.2
Sendai,Observed,1998,1998-04-08,98.0,38.2619444444444,140.896666666667,12.0
Sendai,Observed,1999,1999-04-08,98.0,38.2619444444444,140.896666666667,4.1
Sendai,Observed,2000,2000-04-13,104.0,38.2619444444444,140.896666666667,10.2
Sendai,Observed,2001,2001-04-10,100.0,38.2619444444444,140.896666666667,14.0
Sendai,Observed,2002,2002-03-29,88.0,38.2619444444444,140.896666666667,7.9
Sendai,Observed,2003,2003-04-09,99.0,38.2619444444444,140.896666666667,10.2
Sendai,Observed,2004,2004-04-07,98.0,38.2619444444444,140.896666666667,11.5
Sendai,Observed,2005,2005-04-14,104.0,38.2619444444444,140.896666666667,9.8
Sendai,Observed,2006,2006-04-13,103.0,38.2619444444444,140.896666666667,13.0
Sendai,Observed,2007,2007-04-06,96.0,38.2619444444444,140.896666666667,7.4
Sendai,Observed,2008,2008-04-05,96.0,38.2619444444444,140.896666666667,11.1
Sendai,Observed,2009,2009-04-07,97.0,38.2619444444444,140.896666666667,12.9
Sendai,Observed,2010,2010-04-13,103.0,38.2619444444444,140.896666666667,10.8
Sendai,Observed,2011,2011-04-12,102.0,38.2619444444444,140.896666666667,7.1
Sendai,Observed,2012,2012-04-18,109.0,38.2619444444444,140.896666666667,11.5
Sendai,Observed,2013,2013-04-09,99.0,38.2619444444444,140.896666666667,11.2
Sendai,Observed,2014,2014-04-07,97.0,38.2619444444444,140.896666666667,9.2
Sendai,Observed,2015,2015-04-03,93.0,38.2619444444444,140.896666666667,13.2
Sendai,Observed,2016,2016-04-01,92.0,38.2619444444444,140.896666666667,8.4
Sendai,Observed,2017,2017-04-07,97.0,38.2619444444444,140.896666666667,14.7
Sendai,Observed,2018,2018-03-30,89.0,38.2619444444444,140.896666666667,8.8
Sendai,Observed,2019,2019-04-05,95.0,38.2619444444444,140.896666666667,13.4
Sendai,Observed,2020,2020-03-28,88.0,38.2619444444444,140.896666666667,12.0
Sendai,Observed,2021,2021-03-28,87.0,38.2619444444444,140.896666666667,10.8
Sendai,Observed,2022,2022-04-08,98.0,38.2619444444444,140.896666666667,9.4
Sendai,Observed,2023,2023-03-26,85.0,38.2619444444444,140.896666666667,8.2
Sendai,Observed,2024,2024-04-02,93.0,38.2619444444444,140.896666666667,11.2
Shimonoseki,Observed,1991,1991-04-05,95.0,33.9486111111111,130.926111111111,12.4
Shimonoseki,Observed,1992,1992-03-27,87.0,33.9486111111111,130.926111111111,9.2
Shimonoseki,Observed,1993,1993-04-02,92.0,33.9486111111111,130.926111111111,12.6
Shimonoseki,Observed,1994,1994-04-02,92.0,33.9486111111111,130.926111111111,14.3
Shimonoseki,Observed,1995,1995-04-01,91.0,33.9486111111111,130.926111111111,9.9
Shimonoseki,Observed,1996,1996-03-31,91.0,33.9486111111111,130.926111111111,11.5
Shimonoseki,Observed,1997,1997-03-25,84.0,33.9486111111111,130.926111111111,11.1
Shimonoseki,Observed,1998,1998-03-26,85.0,33.9486111111111,130.926111111111,10.4
Shimonoseki,Observed,1999,1999-03-29,88.0,33.9486111111111,130.926111111111,8.9
Shimonoseki,Observed,2000,2000-03-28,88.0,33.9486111111111,130.926111111111,12.7
Shimonoseki,Observed,2001,2001-03-26,85.0,33.9486111111111,130.926111111111,13.4
Shimonoseki,Observed,2002,2002-03-19,78.0,33.9486111111111,130.926111111111,14.6
Shimonoseki,Observed,2003,2003-03-25,84.0,33.9486111111111,130.926111111111,12.8
Shimonoseki,Observed,2004,2004-03-23,83.0,33.9486111111111,130.926111111111,10.3
Shimonoseki,Observed,2005,2005-03-31,90.0,33.9486111111111,130.926111111111,12.9
Shimonoseki,Observed,2006,2006-03-25,84.0,33.9486111111111,130.926111111111,11.4
Shimonoseki,Observed,2007,2007-03-23,82.0,33.9486111111111,130.926111111111,13.1
Shimonoseki,Observed,2008,2008-03-26,86.0,33.9486111111111,130.926111111111,10.3
Shimonoseki,Observed,2009,2009-03-18,77.0,33.9486111111111,130.926111111111,16.0
Shimonoseki,Observed,2010,2010-03-20,79.0,33.9486111111111,130.926111111111,17.7
Shimonoseki,Observed,2011,2011-03-30,89.0,33.9486111111111,130.926111111111,10.7
Shimonoseki,Observed,2012,2012-03-30,90.0,33.9486111111111,130.926111111111,16.9
Shimonoseki,Observed,2013,2013-03-19,78.0,33.9486111111111,130.926111111111,15.1
Shimonoseki,Observed,2014,2014-03-25,84.0,33.9486111111111,130.926111111111,13.7
Shimonoseki,Observed,2015,2015-03-25,84.0,33.9486111111111,130.926111111111,8.8
Shimonoseki,Observed,2016,2016-03-28,88.0,33.9486111111111,130.926111111111,12.6
Shimonoseki,Observed,2017,2017-03-29,88.0,33.9486111111111,130.926111111111,10.8
Shimonoseki,Observed,2018,2018-03-23,82.0,33.9486111111111,130.926111111111,9.5
Shimonoseki,Observed,2019,2019-03-25,84.0,33.9486111111111,130.926111111111,10.8
Shimonoseki,Observed,2020,2020-03-24,84.0,33.9486111111111,130.926111111111,12.6
Shimonoseki,Observed,2021,2021-03-16,75.0,33.9486111111111,130.926111111111,14.1
Shimonoseki,Observed,2022,2022-03-25,84.0,33.9486111111111,130.926111111111,13.3
Shimonoseki,Observed,2023,2023-03-22,81.0,33.9486111111111,130.926111111111,15.8
Shimonoseki,Observed,2024,2024-03-29,89.0,33.9486111111111,130.926111111111,17.2
Shizuoka,Observed,1991,1991-03-31,90.0,34.9761111111111,138.403888888889,13.2
Shizuoka,Observed,1992,1992-03-24,84.0,34.9761111111111,138.403888888889,10.9
Shizuoka,Observed,1993,1993-03-30,89.0,34.9761111111111,138.403888888889,8.4
Shizuoka,Observed,1994,1994-04-02,92.0,34.9761111111111,138.403888888889,17.3
Shizuoka,Observed,1995,1995-04-01,91.0,34.9761111111111,138.403888888889,14.7
Shizuoka,Observed,1996,1996-03-26,86.0,34.9761111111111,138.403888888889,12.5
Shizuoka,Observed,1997,1997-03-22,81.0,34.9761111111111,138.403888888889,11.7
Shizuoka,Observed,1998,1998-03-21,80.0,34.9761111111111,138.403888888889,12.2
Shizuoka,Observed,1999,1999-03-21,80.0,34.9761111111111,138.403888888889,6.6
Shizuoka,Observed,2000,2000-03-30,90.0,34.9761111111111,138.403888888889,12.9
Shizuoka,Observed,2001,2001-03-23,82.0,34.9761111111111,138.403888888889,13.9
Shizuoka,Observed,2002,2002-03-15,74.0,34.9761111111111,138.403888888889,16.1
Shizuoka,Observed,2003,2003-03-21,80.0,34.9761111111111,138.403888888889,8.4
Shizuoka,Observed,2004,2004-03-18,78.0,34.9761111111111,138.403888888889,15.5
Shizuoka,Observed,2005,2005-03-29,88.0,34.9761111111111,138.403888888889,13.4
Shizuoka,Observed,2006,2006-03-17,76.0,34.9761111111111,138.403888888889,13.5
Shizuoka,Observed,2007,2007-03-24,83.0,34.9761111111111,138.403888888889,12.2
Shizuoka,Observed,2008,2008-03-22,82.0,34.9761111111111,138.403888888889,12.5
Shizuoka,Observed,2009,2009-03-19,78.0,34.9761111111111,138.403888888889,16.8
Shizuoka,Observed,2010,2010-03-17,76.0,34.9761111111111,138.403888888889,10.0
Shizuoka,Observed,2011,2011-03-20,79.0,34.9761111111111,138.403888888889,13.1
Shizuoka,Observed,2012,2012-03-24,84.0,34.9761111111111,138.403888888889,13.5
Shizuoka,Observed,2013,2013-03-17,76.0,34.9761111111111,138.403888888889,12.5
Shizuoka,Observed,2014,2014-03-24,83.0,34.9761111111111,138.403888888889,11.2
Shizuoka,Observed,2015,2015-03-22,81.0,34.9761111111111,138.403888888889,12.8
Shizuoka,Observed,2016,2016-03-27,87.0,34.9761111111111,138.403888888889,11.8
Shizuoka,Observed,2017,2017-04-02,92.0,34.9761111111111,138.403888888889,9.4
Shizuoka,Observed,2018,2018-03-18,77.0,34.9761111111111,138.403888888889,12.4
Shizuoka,Observed,2019,2019-03-28,87.0,34.9761111111111,138.403888888889,16.4
Shizuoka,Observed,2020,2020-03-27,87.0,34.9761111111111,138.403888888889,15.0
Shizuoka,Observed,2021,2021-03-20,79.0,34.9761111111111,138.403888888889,15.3
Shizuoka,Observed,2022,2022-03-21,80.0,34.9761111111111,138.403888888889,11.9
Shizuoka,Observed,2023,2023-03-19,78.0,34.9761111111111,138.403888888889,11.7
Shizuoka,Observed,2024,2024-03-30,90.0,34.9761111111111,138.403888888889,20.4
Takamatsu,Observed,1991,1991-03-29,88.0,34.3180555555556,134.054444444444,9.8
