Location,Observation_Status,year,peak_bloom_date,bloom_day_of_year,lat,long,Average temperature (℃)
Takamatsu,Observed,1992,1992-03-25,85.0,34.3180555555556,134.054444444444,13.1
Takamatsu,Observed,1993,1993-03-27,86.0,34.3180555555556,134.054444444444,12.8
Takamatsu,Observed,1994,1994-04-02,92.0,34.3180555555556,134.054444444444,15.4
Takamatsu,Observed,1995,1995-03-31,90.0,34.3180555555556,134.054444444444,14.6
Takamatsu,Observed,1996,1996-04-02,93.0,34.3180555555556,134.054444444444,6.9
Takamatsu,Observed,1997,1997-03-28,87.0,34.3180555555556,134.054444444444,10.6
Takamatsu,Observed,1998,1998-03-25,84.0,34.3180555555556,134.054444444444,11.9
Takamatsu,Observed,1999,1999-03-27,86.0,34.3180555555556,134.054444444444,11.3
Takamatsu,Observed,2000,2000-03-31,91.0,34.3180555555556,134.054444444444,9.7
Takamatsu,Observed,2001,2001-03-26,85.0,34.3180555555556,134.054444444444,14.0
Takamatsu,Observed,2002,2002-03-18,77.0,34.3180555555556,134.054444444444,12.0
Takamatsu,Observed,2003,2003-03-28,87.0,34.3180555555556,134.054444444444,11.9
Takamatsu,Observed,2004,2004-03-24,84.0,34.3180555555556,134.054444444444,10.3
Takamatsu,Observed,2005,2005-04-01,91.0,34.3180555555556,134.054444444444,10.2
Takamatsu,Observed,2006,2006-03-27,86.0,34.3180555555556,134.054444444444,11.3
Takamatsu,Observed,2007,2007-03-28,87.0,34.3180555555556,134.054444444444,14.3
Takamatsu,Observed,2008,2008-03-25,85.0,34.3180555555556,134.054444444444,12.7
Takamatsu,Observed,2009,2009-03-20,79.0,34.3180555555556,134.054444444444,13.4
Takamatsu,Observed,2010,2010-03-20,79.0,34.3180555555556,134.054444444444,15.0
Takamatsu,Observed,2011,2011-03-31,90.0,34.3180555555556,134.054444444444,12.4
Takamatsu,Observed,2012,2012-04-02,93.0,34.3180555555556,134.054444444444,9.9
Takamatsu,Observed,2013,2013-03-22,81.0,34.3180555555556,134.054444444444,9.5
Takamatsu,Observed,2014,2014-03-26,85.0,34.3180555555556,134.054444444444,13.2
Takamatsu,Observed,2015,2015-03-24,83.0,34.3180555555556,134.054444444444,7.7
Takamatsu,Observed,2016,2016-03-26,86.0,34.3180555555556,134.054444444444,7.7
Takamatsu,Observed,2017,2017-04-02,92.0,34.3180555555556,134.054444444444,9.8
Takamatsu,Observed,2018,2018-03-24,83.0,34.3180555555556,134.054444444444,10.6
Takamatsu,Observed,2019,2019-03-26,85.0,34.3180555555556,134.054444444444,12.4
Takamatsu,Observed,2020,2020-03-23,83.0,34.3180555555556,134.054444444444,13.4
Takamatsu,Observed,2021,2021-03-15,74.0,34.3180555555556,134.054444444444,11.9
Takamatsu,Observed,2022,2022-03-24,83.0,34.3180555555556,134.054444444444,11.1
Takamatsu,Observed,2023,2023-03-22,81.0,34.3180555555556,134.054444444444,17.0
Takamatsu,Observed,2024,2024-03-29,89.0,34.3180555555556,134.054444444444,16.8
Tokushima,Observed,1991,1991-03-29,88.0,34.0677777777778,134.573333333333,10.5
Tokushima,Observed,1992,1992-03-29,89.0,34.0677777777778,134.573333333333,12.1
Tokushima,Observed,1993,1993-03-30,89.0,34.0677777777778,134.573333333333,7.8
Tokushima,Observed,1994,1994-04-02,92.0,34.0677777777778,134.573333333333,17.1
Tokushima,Observed,1995,1995-03-29,88.0,34.0677777777778,134.573333333333,10.0
Tokushima,Observed,1996,1996-03-29,89.0,34.0677777777778,134.573333333333,10.2
Tokushima,Observed,1997,1997-03-25,84.0,34.0677777777778,134.573333333333,8.8
Tokushima,Observed,1998,1998-03-26,85.0,34.0677777777778,134.573333333333,12.6
Tokushima,Observed,1999,1999-03-24,83.0,34.0677777777778,134.573333333333,9.9
Tokushima,Observed,2000,2000-03-30,90.0,34.0677777777778,134.573333333333,12.2
Tokushima,Observed,2001,2001-03-25,84.0,34.0677777777778,134.573333333333,13.1
Tokushima,Observed,2002,2002-03-19,78.0,34.0677777777778,134.573333333333,12.8
Tokushima,Observed,2003,2003-03-27,86.0,34.0677777777778,134.573333333333,13.2
Tokushima,Observed,2004,2004-03-26,86.0,34.0677777777778,134.573333333333,10.8
Tokushima,Observed,2005,2005-03-31,90.0,34.0677777777778,134.573333333333,12.7
Tokushima,Observed,2006,2006-03-27,86.0,34.0677777777778,134.573333333333,12.1
Tokushima,Observed,2007,2007-03-27,86.0,34.0677777777778,134.573333333333,12.0
Tokushima,Observed,2008,2008-03-25,85.0,34.0677777777778,134.573333333333,12.5
Tokushima,Observed,2009,2009-03-23,82.0,34.0677777777778,134.573333333333,11.2
Tokushima,Observed,2010,2010-03-26,85.0,34.0677777777778,134.573333333333,6.9
Tokushima,Observed,2011,2011-03-31,90.0,34.0677777777778,134.573333333333,12.6
Tokushima,Observed,2012,2012-04-01,92.0,34.0677777777778,134.573333333333,9.0
Tokushima,Observed,2013,2013-03-24,83.0,34.0677777777778,134.573333333333,11.4
Tokushima,Observed,2014,2014-03-29,88.0,34.0677777777778,134.573333333333,15.6
Tokushima,Observed,2015,2015-03-28,87.0,34.0677777777778,134.573333333333,14.1
Tokushima,Observed,2016,2016-03-30,90.0,34.0677777777778,134.573333333333,13.8
Tokushima,Observed,2017,2017-04-03,93.0,34.0677777777778,134.573333333333,12.7
Tokushima,Observed,2018,2018-03-23,82.0,34.0677777777778,134.573333333333,9.2
Tokushima,Observed,2019,2019-03-28,87.0,34.0677777777778,134.573333333333,14.4
Tokushima,Observed,2020,2020-03-27,87.0,34.0677777777778,134.573333333333,18.1
Tokushima,Observed,2021,2021-03-25,84.0,34.0677777777778,134.573333333333,13.6
Tokushima,Observed,2022,2022-03-25,84.0,34.0677777777778,134.573333333333,13.1
Tokushima,Observed,2023,2023-03-23,82.0,34.0677777777778,134.573333333333,18.2
Tokushima,Observed,2024,2024-04-01,92.0,34.0677777777778,134.573333333333,17.6
Tokyo,Observed,1991,1991-03-30,89.0,35.6916666666667,139.751111111111,12.6
Tokyo,Observed,1992,1992-03-24,84.0,35.6916666666667,139.751111111111,8.8
Tokyo,Observed,1993,1993-03-24,83.0,35.6916666666667,139.751111111111,12.1
Tokyo,Observed,1994,1994-03-31,90.0,35.6916666666667,139.751111111111,13.1
Tokyo,Observed,1995,1995-03-31,90.0,35.6916666666667,139.751111111111,15.6
Tokyo,Observed,1996,1996-03-31,91.0,35.6916666666667,139.751111111111,18.0
Tokyo,Observed,1997,1997-03-21,80.0,35.6916666666667,139.751111111111,11.5
Tokyo,Observed,1998,1998-03-27,86.0,35.6916666666667,139.751111111111,13.2
Tokyo,Observed,1999,1999-03-24,83.0,35.6916666666667,139.751111111111,12.1
Tokyo,Observed,2000,2000-03-30,90.0,35.6916666666667,139.751111111111,14.0
Tokyo,Observed,2001,2001-03-23,82.0,35.6916666666667,139.751111111111,14.0
Tokyo,Observed,2002,2002-03-16,75.0,35.6916666666667,139.751111111111,13.9
Tokyo,Observed,2003,2003-03-27,86.0,35.6916666666667,139.751111111111,15.4
Tokyo,Observed,2004,2004-03-18,78.0,35.6916666666667,139.751111111111,12.6
Tokyo,Observed,2005,2005-03-31,90.0,35.6916666666667,139.751111111111,11.0
Tokyo,Observed,2006,2006-03-21,80.0,35.6916666666667,139.751111111111,11.7
Tokyo,Observed,2007,2007-03-20,79.0,35.6916666666667,139.751111111111,8.3
Tokyo,Observed,2008,2008-03-22,82.0,35.6916666666667,139.751111111111,11.9
Tokyo,Observed,2009,2009-03-21,80.0,35.6916666666667,139.751111111111,11.8
Tokyo,Observed,2010,2010-03-22,81.0,35.6916666666667,139.751111111111,9.8
Tokyo,Observed,2011,2011-03-28,87.0,35.6916666666667,139.751111111111,8.6
Tokyo,Observed,2012,2012-03-31,91.0,35.6916666666667,139.751111111111,14.1
Tokyo,Observed,2013,2013-03-16,75.0,35.6916666666667,139.751111111111,12.5
Tokyo,Observed,2014,2014-03-25,84.0,35.6916666666667,139.751111111111,16.6
Tokyo,Observed,2015,2015-03-23,82.0,35.6916666666667,139.751111111111,10.7
Tokyo,Observed,2016,2016-03-21,81.0,35.6916666666667,139.751111111111,9.5
Tokyo,Observed,2017,2017-03-21,80.0,35.6916666666667,139.751111111111,9.1
Tokyo,Observed,2018,2018-03-17,76.0,35.6916666666667,139.751111111111,7.4
Tokyo,Observed,2019,2019-03-21,80.0,35.6916666666667,139.751111111111,17.7
Tokyo,Observed,2020,2020-03-14,74.0,35.6916666666667,139.751111111111,5.5
Tokyo,Observed,2021,2021-03-14,73.0,35.6916666666667,139.751111111111,12.5
Tokyo,Observed,2022,2022-03-20,79.0,35.6916666666667,139.751111111111,9.9
Tokyo,Observed,2023,2023-03-14,73.0,35.6916666666667,139.751111111111,10.0
Tokyo,Observed,2024,2024-03-29,89.0,35.6916666666667,139.751111111111,16.3
Tottori,Observed,1991,1991-04-05,95.0,35.4877777777778,134.238333333333,14.6
Tottori,Observed,1992,1992-03-31,91.0,35.4877777777778,134.238333333333,10.8
Tottori,Observed,1993,1993-04-01,91.0,35.4877777777778,134.238333333333,11.5
Tottori,Observed,1994,1994-04-05,95.0,35.4877777777778,134.238333333333,16.6
Tottori,Observed,1995,1995-04-04,94.0,35.4877777777778,134.238333333333,8.1
Tottori,Observed,1996,1996-04-06,97.0,35.4877777777778,134.238333333333,9.0
Tottori,Observed,1997,1997-03-28,87.0,35.4877777777778,134.238333333333,11.1
Tottori,Observed,1998,1998-03-26,85.0,35.4877777777778,134.238333333333,11.1
Tottori,Observed,1999,1999-03-26,85.0,35.4877777777778,134.238333333333,14.7
Tottori,Observed,2000,2000-04-05,96.0,35.4877777777778,134.238333333333,11.5
Tottori,Observed,2001,2001-03-26,85.0,35.4877777777778,134.238333333333,10.4
Tottori,Observed,2002,2002-03-22,81.0,35.4877777777778,134.238333333333,10.1
Tottori,Observed,2003,2003-03-31,90.0,35.4877777777778,134.238333333333,12.6
Tottori,Observed,2004,2004-03-24,84.0,35.4877777777778,134.238333333333,10.8
Tottori,Observed,2005,2005-04-05,95.0,35.4877777777778,134.238333333333,12.1
Tottori,Observed,2006,2006-04-01,91.0,35.4877777777778,134.238333333333,9.2
Tottori,Observed,2007,2007-03-25,84.0,35.4877777777778,134.238333333333,12.5
Tottori,Observed,2008,2008-03-29,89.0,35.4877777777778,134.238333333333,8.7
Tottori,Observed,2009,2009-03-22,81.0,35.4877777777778,134.238333333333,15.4
Tottori,Observed,2010,2010-03-25,84.0,35.4877777777778,134.238333333333,5.5
Tottori,Observed,2011,2011-04-02,92.0,35.4877777777778,134.238333333333,8.1
Tottori,Observed,2012,2012-04-03,94.0,35.4877777777778,134.238333333333,13.3
Tottori,Observed,2013,2013-03-20,79.0,35.4877777777778,134.238333333333,13.3
Tottori,Observed,2014,2014-03-27,86.0,35.4877777777778,134.238333333333,11.8
Tottori,Observed,2015,2015-03-28,87.0,35.4877777777778,134.238333333333,12.8
Tottori,Observed,2016,2016-03-23,83.0,35.4877777777778,134.238333333333,9.4
Tottori,Observed,2017,2017-04-02,92.0,35.4877777777778,134.238333333333,7.1
Tottori,Observed,2018,2018-03-24,83.0,35.4877777777778,134.238333333333,8.7
Tottori,Observed,2019,2019-03-26,85.0,35.4877777777778,134.238333333333,11.2
Tottori,Observed,2020,2020-03-23,83.0,35.4877777777778,134.238333333333,10.1
Tottori,Observed,2021,2021-03-19,78.0,35.4877777777778,134.238333333333,9.6
Tottori,Observed,2022,2022-03-27,86.0,35.4877777777778,134.238333333333,12.8
Tottori,Observed,2023,2023-03-19,78.0,35.4877777777778,134.238333333333,8.8
Tottori,Observed,2024,2024-03-29,89.0,35.4877777777778,134.238333333333,17.7
Toyama,Observed,1991,1991-04-10,100.0,36.7094444444445,137.2025,11.9
Toyama,Observed,1992,1992-04-04,95.0,36.7094444444445,137.2025,12.4
Toyama,Observed,1993,1993-04-11,101.0,36.7094444444445,137.2025,5.2
Toyama,Observed,1994,1994-04-11,101.0,36.7094444444445,137.2025,11.4
Toyama,Observed,1995,1995-04-07,97.0,36.7094444444445,137.2025,11.9
Toyama,Observed,1996,1996-04-10,101.0,36.7094444444445,137.2025,7.6
Toyama,Observed,1997,1997-04-01,91.0,36.7094444444445,137.2025,8.3
Toyama,Observed,1998,1998-03-30,89.0,36.7094444444445,137.2025,14.1
Toyama,Observed,1999,1999-04-01,91.0,36.7094444444445,137.2025,13.6
Toyama,Observed,2000,2000-04-10,101.0,36.7094444444445,137.2025,16.4
Toyama,Observed,2001,2001-04-05,95.0,36.7094444444445,137.2025,11.7
Toyama,Observed,2002,2002-03-26,85.0,36.7094444444445,137.2025,11.0
Toyama,Observed,2003,2003-04-04,94.0,36.7094444444445,137.2025,8.9
Toyama,Observed,2004,2004-03-29,89.0,36.7094444444445,137.2025,16.7
Toyama,Observed,2005,2005-04-08,98.0,36.7094444444445,137.2025,12.8
Toyama,Observed,2006,2006-04-07,97.0,36.7094444444445,137.2025,7.5
Toyama,Observed,2007,2007-03-30,89.0,36.7094444444445,137.2025,7.9
Toyama,Observed,2008,2008-04-02,93.0,36.7094444444445,137.2025,10.1
Toyama,Observed,2009,2009-03-30,89.0,36.7094444444445,137.2025,6.3
Toyama,Observed,2010,2010-04-02,92.0,36.7094444444445,137.2025,9.0
Toyama,Observed,2011,2011-04-08,98.0,36.7094444444445,137.2025,14.2
Toyama,Observed,2012,2012-04-12,103.0,36.7094444444445,137.2025,13.3
Toyama,Observed,2013,2013-03-29,88.0,36.7094444444445,137.2025,8.5
Toyama,Observed,2014,2014-04-02,92.0,36.7094444444445,137.2025,11.4
Toyama,Observed,2015,2015-04-01,91.0,36.7094444444445,137.2025,10.9
Toyama,Observed,2016,2016-03-29,89.0,36.7094444444445,137.2025,11.1
Toyama,Observed,2017,2017-04-05,95.0,36.7094444444445,137.2025,15.6
Toyama,Observed,2018,2018-03-27,86.0,36.7094444444445,137.2025,13.8
Toyama,Observed,2019,2019-03-28,87.0,36.7094444444445,137.2025,7.3
Toyama,Observed,2020,2020-03-27,87.0,36.7094444444445,137.2025,15.5
Toyama,Observed,2021,2021-03-24,83.0,36.7094444444445,137.2025,12.5
Toyama,Observed,2022,2022-04-01,91.0,36.7094444444445,137.2025,7.3
Toyama,Observed,2023,2023-03-22,81.0,36.7094444444445,137.2025,14.5
Toyama,Observed,2024,2024-04-02,93.0,36.7094444444445,137.2025,8.8
Tsu,Observed,1991,1991-04-01,91.0,34.7341666666667,136.519722222222,7.8
Tsu,Observed,1992,1992-03-28,88.0,34.7341666666667,136.519722222222,10.3
Tsu,Observed,1993,1993-04-02,92.0,34.7341666666667,136.519722222222,13.5
Tsu,Observed,1994,1994-04-03,93.0,34.7341666666667,136.519722222222,12.8
Tsu,Observed,1995,1995-04-03,93.0,34.7341666666667,136.519722222222,6.7
Tsu,Observed,1996,1996-04-05,96.0,34.7341666666667,136.519722222222,8.1
Tsu,Observed,1997,1997-03-28,87.0,34.7341666666667,136.519722222222,12.0
Tsu,Observed,1998,1998-03-27,86.0,34.7341666666667,136.519722222222,12.1
Tsu,Observed,1999,1999-03-27,86.0,34.7341666666667,136.519722222222,12.5
Tsu,Observed,2000,2000-04-05,96.0,34.7341666666667,136.519722222222,12.9
Tsu,Observed,2001,2001-03-28,87.0,34.7341666666667,136.519722222222,10.5
Tsu,Observed,2002,2002-03-21,80.0,34.7341666666667,136.519722222222,12.2
Tsu,Observed,2003,2003-03-28,87.0,34.7341666666667,136.519722222222,11.4
Tsu,Observed,2004,2004-03-28,88.0,34.7341666666667,136.519722222222,10.6
Tsu,Observed,2005,2005-04-03,93.0,34.7341666666667,136.519722222222,12.3
Tsu,Observed,2006,2006-03-31,90.0,34.7341666666667,136.519722222222,5.1
Tsu,Observed,2007,2007-03-26,85.0,34.7341666666667,136.519722222222,13.7
Tsu,Observed,2008,2008-03-27,87.0,34.7341666666667,136.519722222222,10.7
Tsu,Observed,2009,2009-03-23,82.0,34.7341666666667,136.519722222222,9.7
Tsu,Observed,2010,2010-03-24,83.0,34.7341666666667,136.519722222222,8.6
Tsu,Observed,2011,2011-04-01,91.0,34.7341666666667,136.519722222222,9.5
Tsu,Observed,2012,2012-04-04,95.0,34.7341666666667,136.519722222222,9.4
Tsu,Observed,2013,2013-03-25,84.0,34.7341666666667,136.519722222222,10.2
Tsu,Observed,2014,2014-03-27,86.0,34.7341666666667,136.519722222222,13.5
Tsu,Observed,2015,2015-03-29,88.0,34.7341666666667,136.519722222222,11.7
Tsu,Observed,2016,2016-03-28,88.0,34.7341666666667,136.519722222222,11.9
Tsu,Observed,2017,2017-04-03,93.0,34.7341666666667,136.519722222222,12.4
Tsu,Observed,2018,2018-03-26,85.0,34.7341666666667,136.519722222222,13.2
Tsu,Observed,2019,2019-03-28,87.0,34.7341666666667,136.519722222222,13.7
Tsu,Observed,2020,2020-03-25,85.0,34.7341666666667,136.519722222222,10.8
Tsu,Observed,2021,2021-03-20,79.0,34.7341666666667,136.519722222222,13.0
Tsu,Observed,2022,2022-03-26,85.0,34.7341666666667,136.519722222222,14.1
Tsu,Observed,2023,2023-03-22,81.0,34.7341666666667,136.519722222222,15.9
Tsu,Observed,2024,2024-03-30,90.0,34.7341666666667,136.519722222222,17.2
Utsunomiya,Observed,1991,1991-04-04,94.0,36.5497222222222,139.868333333333,10.1
Utsunomiya,Observed,1992,1992-03-30,90.0,36.5497222222222,139.868333333333,13.7
Utsunomiya,Observed,1993,1993-04-02,92.0,36.5497222222222,139.868333333333,11.2
Utsunomiya,Observed,1994,1994-04-04,94.0,36.5497222222222,139.868333333333,10.7
Utsunomiya,Observed,1995,1995-04-04,94.0,36.5497222222222,139.868333333333,8.2
Utsunomiya,Observed,1996,1996-04-06,97.0,36.5497222222222,139.868333333333,9.2
Utsunomiya,Observed,1997,1997-03-30,89.0,36.5497222222222,139.868333333333,13.4
Utsunomiya,Observed,1998,1998-03-30,89.0,36.5497222222222,139.868333333333,16.5
Utsunomiya,Observed,1999,1999-03-26,85.0,36.5497222222222,139.868333333333,13.7
Utsunomiya,Observed,2000,2000-04-05,96.0,36.5497222222222,139.868333333333,11.0
Utsunomiya,Observed,2001,2001-03-28,87.0,36.5497222222222,139.868333333333,9.1
Utsunomiya,Observed,2002,2002-03-18,77.0,36.5497222222222,139.868333333333,11.6
Utsunomiya,Observed,2003,2003-03-31,90.0,36.5497222222222,139.868333333333,12.3
Utsunomiya,Observed,2004,2004-03-27,87.0,36.5497222222222,139.868333333333,8.3
Utsunomiya,Observed,2005,2005-04-06,96.0,36.5497222222222,139.868333333333,16.0
Utsunomiya,Observed,2006,2006-03-29,88.0,36.5497222222222,139.868333333333,6.6
Utsunomiya,Observed,2007,2007-03-26,85.0,36.5497222222222,139.868333333333,11.8
Utsunomiya,Observed,2008,2008-03-28,88.0,36.5497222222222,139.868333333333,9.5
Utsunomiya,Observed,2009,2009-03-26,85.0,36.5497222222222,139.868333333333,5.1
Utsunomiya,Observed,2010,2010-04-02,92.0,36.5497222222222,139.868333333333,12.1
Utsunomiya,Observed,2011,2011-04-06,96.0,36.5497222222222,139.868333333333,12.0
Utsunomiya,Observed,2012,2012-04-08,99.0,36.5497222222222,139.868333333333,7.0
Utsunomiya,Observed,2013,2013-03-21,80.0,36.5497222222222,139.868333333333,9.3
Utsunomiya,Observed,2014,2014-03-29,88.0,36.5497222222222,139.868333333333,15.1
Utsunomiya,Observed,2015,2015-03-30,89.0,36.5497222222222,139.868333333333,13.9
Utsunomiya,Observed,2016,2016-03-28,88.0,36.5497222222222,139.868333333333,10.7
Utsunomiya,Observed,2017,2017-04-03,93.0,36.5497222222222,139.868333333333,8.2
Utsunomiya,Observed,2018,2018-03-26,85.0,36.5497222222222,139.868333333333,13.4
Utsunomiya,Observed,2019,2019-03-28,87.0,36.5497222222222,139.868333333333,11.4
Utsunomiya,Observed,2020,2020-03-21,81.0,36.5497222222222,139.868333333333,11.6
Utsunomiya,Observed,2021,2021-03-20,79.0,36.5497222222222,139.868333333333,11.4
Utsunomiya,Observed,2022,2022-03-27,86.0,36.5497222222222,139.868333333333,15.9
Utsunomiya,Observed,2023,2023-03-20,79.0,36.5497222222222,139.868333333333,11.0
Utsunomiya,Observed,2024,2024-03-31,91.0,36.5497222222222,139.868333333333,16.3
Wakayama,Observed,1991,1991-03-27,86.0,34.2288888888889,135.164166666667,16.1
Wakayama,Observed,1992,1992-03-25,85.0,34.2288888888889,135.164166666667,12.9
Wakayama,Observed,1993,1993-03-28,87.0,34.2288888888889,135.164166666667,10.6
Wakayama,Observed,1994,1994-04-01,91.0,34.2288888888889,135.164166666667,13.7
Wakayama,Observed,1995,1995-03-28,87.0,34.2288888888889,135.164166666667,9.6
Wakayama,Observed,1996,1996-03-29,89.0,34.2288888888889,135.164166666667,11.0
Wakayama,Observed,1997,1997-03-18,77.0,34.2288888888889,135.164166666667,9.4
Wakayama,Observed,1998,1998-03-24,83.0,34.2288888888889,135.164166666667,9.6
Wakayama,Observed,1999,1999-03-24,83.0,34.2288888888889,135.164166666667,10.9
Wakayama,Observed,2000,2000-03-28,88.0,34.2288888888889,135.164166666667,13.2
Wakayama,Observed,2001,2001-03-23,82.0,34.2288888888889,135.164166666667,15.4
Wakayama,Observed,2002,2002-03-16,75.0,34.2288888888889,135.164166666667,12.8
Wakayama,Observed,2003,2003-03-26,85.0,34.2288888888889,135.164166666667,11.7
Wakayama,Observed,2004,2004-03-19,79.0,34.2288888888889,135.164166666667,8.4
Wakayama,Observed,2005,2005-03-29,88.0,34.2288888888889,135.164166666667,11.6
Wakayama,Observed,2006,2006-03-25,84.0,34.2288888888889,135.164166666667,9.0
Wakayama,Observed,2007,2007-03-26,85.0,34.2288888888889,135.164166666667,13.2
Wakayama,Observed,2008,2008-03-24,84.0,34.2288888888889,135.164166666667,13.4
Wakayama,Observed,2009,2009-03-21,80.0,34.2288888888889,135.164166666667,11.7
Wakayama,Observed,2010,2010-03-18,77.0,34.2288888888889,135.164166666667,9.1
Wakayama,Observed,2011,2011-03-27,86.0,34.2288888888889,135.164166666667,6.0
Wakayama,Observed,2012,2012-03-30,90.0,34.2288888888889,135.164166666667,14.9
Wakayama,Observed,2013,2013-03-18,77.0,34.2288888888889,135.164166666667,18.8
Wakayama,Observed,2014,2014-03-26,85.0,34.2288888888889,135.164166666667,16.0
Wakayama,Observed,2015,2015-03-23,82.0,34.2288888888889,135.164166666667,9.8
Wakayama,Observed,2016,2016-03-22,82.0,34.2288888888889,135.164166666667,10.7
Wakayama,Observed,2017,2017-03-30,89.0,34.2288888888889,135.164166666667,14.5
Wakayama,Observed,2018,2018-03-20,79.0,34.2288888888889,135.164166666667,8.7
Wakayama,Observed,2019,2019-03-25,84.0,34.2288888888889,135.164166666667,10.0
Wakayama,Observed,2020,2020-03-22,82.0,34.2288888888889,135.164166666667,14.4
Wakayama,Observed,2021,2021-03-18,77.0,34.2288888888889,135.164166666667,11.5
Wakayama,Observed,2022,2022-03-24,83.0,34.2288888888889,135.164166666667,10.9
Wakayama,Observed,2023,2023-03-20,79.0,34.2288888888889,135.164166666667,12.4
Wakayama,Observed,2024,2024-03-30,90.0,34.2288888888889,135.164166666667,17.7
Wakkanai,Observed,1991,1991-05-14,134.0,45.415,141.678888888889,9.1
Wakkanai,Observed,1992,1992-05-17,138.0,45.415,141.678888888889,12.9
Wakkanai,Observed,1993,1993-05-15,135.0,45.415,141.678888888889,7.7
Wakkanai,Observed,1994,1994-05-16,136.0,45.415,141.678888888889,10.1
Wakkanai,Observed,1995,1995-05-08,128.0,45.415,141.678888888889,9.8
Wakkanai,Observed,1996,1996-05-20,141.0,45.415,141.678888888889,9.6
Wakkanai,Observed,1997,1997-05-15,135.0,45.415,141.678888888889,7.4
Wakkanai,Observed,1998,1998-05-11,131.0,45.415,141.678888888889,9.0
Wakkanai,Observed,1999,1999-05-14,134.0,45.415,141.678888888889,5.0
Wakkanai,Observed,2000,2000-05-18,139.0,45.415,141.678888888889,11.0
Wakkanai,Observed,2001,2001-05-17,137.0,45.415,141.678888888889,11.8
Wakkanai,Observed,2002,2002-04-29,119.0,45.415,141.678888888889,9.6
Wakkanai,Observed,2003,2003-05-10,130.0,45.415,141.678888888889,6.7
Wakkanai,Observed,2004,2004-05-10,131.0,45.415,141.678888888889,14.2
Wakkanai,Observed,2005,2005-05-23,143.0,45.415,141.678888888889,8.0
Wakkanai,Observed,2006,2006-05-18,138.0,45.415,141.678888888889,11.6
Wakkanai,Observed,2007,2007-05-15,135.0,45.415,141.678888888889,9.3
Wakkanai,Observed,2008,2008-05-02,123.0,45.415,141.678888888889,11.5
Wakkanai,Observed,2009,2009-05-10,130.0,45.415,141.678888888889,8.6
Wakkanai,Observed,2010,2010-05-22,142.0,45.415,141.678888888889,9.0
Wakkanai,Observed,2011,2011-05-19,139.0,45.415,141.678888888889,10.2
Wakkanai,Observed,2012,2012-05-14,135.0,45.415,141.678888888889,10.0
Wakkanai,Observed,2013,2013-05-26,146.0,45.415,141.678888888889,13.1
Wakkanai,Observed,2014,2014-05-11,131.0,45.415,141.678888888889,12.0
Wakkanai,Observed,2015,2015-05-03,123.0,45.415,141.678888888889,10.4
Wakkanai,Observed,2016,2016-05-13,134.0,45.415,141.678888888889,11.8
Wakkanai,Observed,2017,2017-05-09,129.0,45.415,141.678888888889,10.2
Wakkanai,Observed,2018,2018-05-12,132.0,45.415,141.678888888889,9.9
Wakkanai,Observed,2019,2019-05-07,127.0,45.415,141.678888888889,8.1
Wakkanai,Observed,2020,2020-05-10,131.0,45.415,141.678888888889,9.8
Wakkanai,Observed,2021,2021-05-08,128.0,45.415,141.678888888889,9.9
Wakkanai,Observed,2022,2022-05-06,126.0,45.415,141.678888888889,14.1
Wakkanai,Observed,2023,2023-05-03,123.0,45.415,141.678888888889,11.1
Wakkanai,Observed,2024,2024-05-01,122.0,45.415,141.678888888889,8.5
Yamagata,Observed,1991,1991-04-12,102.0,38.2555555555556,140.346111111111,14.2
Yamagata,Observed,1992,1992-04-12,103.0,38.2555555555556,140.346111111111,7.9
Yamagata,Observed,1993,1993-04-16,106.0,38.2555555555556,140.346111111111,13.1
Yamagata,Observed,1994,1994-04-15,105.0,38.2555555555556,140.346111111111,13.0
Yamagata,Observed,1995,1995-04-17,107.0,38.2555555555556,140.346111111111,11.3
Yamagata,Observed,1996,1996-04-24,115.0,38.2555555555556,140.346111111111,14.0
Yamagata,Observed,1997,1997-04-13,103.0,38.2555555555556,140.346111111111,12.8
Yamagata,Observed,1998,1998-04-11,101.0,38.2555555555556,140.346111111111,13.3
Yamagata,Observed,1999,1999-04-14,104.0,38.2555555555556,140.346111111111,10.3
Yamagata,Observed,2000,2000-04-19,110.0,38.2555555555556,140.346111111111,12.1
Yamagata,Observed,2001,2001-04-12,102.0,38.2555555555556,140.346111111111,11.8
Yamagata,Observed,2002,2002-04-03,93.0,38.2555555555556,140.346111111111,13.7
Yamagata,Observed,2003,2003-04-14,104.0,38.2555555555556,140.346111111111,10.3
Yamagata,Observed,2004,2004-04-10,101.0,38.2555555555556,140.346111111111,12.8
Yamagata,Observed,2005,2005-04-19,109.0,38.2555555555556,140.346111111111,10.5
Yamagata,Observed,2006,2006-04-18,108.0,38.2555555555556,140.346111111111,11.5
Yamagata,Observed,2007,2007-04-13,103.0,38.2555555555556,140.346111111111,8.6
Yamagata,Observed,2008,2008-04-12,103.0,38.2555555555556,140.346111111111,8.9
Yamagata,Observed,2009,2009-04-11,101.0,38.2555555555556,140.346111111111,14.4
Yamagata,Observed,2010,2010-04-19,109.0,38.2555555555556,140.346111111111,8.8
Yamagata,Observed,2011,2011-04-18,108.0,38.2555555555556,140.346111111111,8.7
Yamagata,Observed,2012,2012-04-23,114.0,38.2555555555556,140.346111111111,12.3
Yamagata,Observed,2013,2013-04-15,105.0,38.2555555555556,140.346111111111,9.6
